1442115637705	2-3	55.0
1442115637705	3-4	53.0
1442115637705	4-5	30.0
1442115637705	5-1	179.0
1442115638705	1-2	47.0
1442115638705	2-3	55.0
1442115638705	3-4	53.0
1442115638705	4-5	29.0
1442115638705	5-1	179.0
1442115639705	1-2	48.0
1442115639705	2-3	55.0
1442115639705	3-4	52.0
1442115639705	4-5	29.0
1442115639705	5-1	178.0
1442115640705	1-2	48.0
1442115640705	2-3	55.0
1442115640705	3-4	52.0
1442115640705	4-5	28.0
1442115640705	5-1	177.0
1442115641705	1-2	48.0
1442115641705	2-3	55.0
1442115641705	3-4	52.0
1442115641705	4-5	27.0
1442115641705	5-1	176.0
1442115642705	1-2	47.0
1442115642705	2-3	55.0
1442115642705	3-4	51.0
1442115642705	4-5	27.0
1442115642705	5-1	175.0
1442115643705	1-2	47.0
1442115643705	2-3	55.0
1442115643705	3-4	51.0
1442115643705	4-5	26.0
1442115643705	5-1	173.0
1442115644705	1-2	47.0
1442115644705	2-3	55.0
1442115644705	3-4	51.0
1442115644705	4-5	25.0
1442115644705	5-1	172.0
1442115645705	1-2	47.0
1442115645705	2-3	55.0
1442115645705	3-4	50.0
1442115645705	4-5	25.0
1442115645705	5-1	171.0
1442115646705	1-2	47.0
1442115646705	2-3	55.0
1442115646705	3-4	50.0
1442115646705	4-5	24.0
1442115646705	5-1	169.0
1442115647705	1-2	47.0
1442115647705	2-3	55.0
1442115647705	3-4	49.0
1442115647705	4-5	23.0
1442115647705	5-1	168.0
1442115648705	1-2	47.0
1442115648705	2-3	55.0
1442115648705	3-4	49.0
1442115648705	4-5	23.0
1442115648705	5-1	167.0
1442115649705	1-2	47.0
1442115649705	2-3	55.0
1442115649705	3-4	48.0
1442115649705	4-5	22.0
1442115649705	5-1	166.0
1442115650705	1-2	47.0
1442115650705	2-3	55.0
1442115650705	3-4	47.0
1442115650705	4-5	22.0
1442115650705	5-1	164.0
1442115651705	1-2	47.0
1442115651705	2-3	56.0
1442115651705	3-4	47.0
1442115651705	4-5	21.0
1442115651705	5-1	163.0
1442115652705	1-2	47.0
1442115652705	2-3	56.0
1442115652705	3-4	46.0
1442115652705	4-5	21.0
1442115652705	5-1	162.0
1442115653705	1-2	47.0
1442115653705	2-3	56.0
1442115653705	3-4	46.0
1442115653705	4-5	20.0
1442115653705	5-1	160.0
1442115654705	1-2	47.0
1442115654705	2-3	56.0
1442115654705	3-4	45.0
1442115654705	4-5	20.0
1442115654705	5-1	159.0
1442115655705	1-2	47.0
1442115655705	2-3	56.0
1442115655705	3-4	45.0
1442115655705	4-5	20.0
1442115655705	5-1	158.0
1442115656705	1-2	47.0
1442115656705	2-3	55.0
1442115656705	3-4	45.0
1442115656705	4-5	19.0
1442115656705	5-1	157.0
1442115657705	1-2	48.0
1442115657705	2-3	55.0
1442115657705	3-4	44.0
1442115657705	4-5	19.0
1442115657705	5-1	156.0
1442115658705	1-2	48.0
1442115658705	2-3	55.0
1442115658705	3-4	44.0
